6501	-0.0583726	0.0164967	56.797	-3107.01	22.0002
6601	0.0575292	-0.0162581	57.7682	-3251.45	21.9998
6701	-0.0583465	0.0164893	58.519	-3400.29	22.0001
6801	0.0575283	-0.0162579	59.4902	-3553.59	21.9999
6901	-0.058322	0.0164824	60.241	-3711.43	22.0001
7001	0.0575275	-0.0162577	61.2122	-3873.87	21.9999
7101	-0.0582988	0.0164758	61.963	-4040.98	22.0001
7201	0.0575267	-0.0162575	62.9342	-4212.82	21.9999
7301	-0.0582769	0.0164697	63.685	-4389.46	22.0001
7401	0.057526	-0.0162573	64.6562	-4570.96	21.9999
7501	-0.0582562	0.0164638	65.407	-4757.4	22.0001
7601	0.0575253	-0.0162571	66.3782	-4948.83	21.9999
7701	-0.0582366	0.0164583	67.129	-5145.32	22.0001
7801	0.0575247	-0.0162569	68.1002	-5346.95	21.9999
7901	-0.0582179	0.016453	68.8511	-5553.76	22.0001
8001	0.0575241	-0.0162567	69.8222	-5765.84	21.9999
8101	-0.0582002	0.016448	70.5731	-5983.25	22.0001
8201	0.0575235	-0.0162566	71.5442	-6206.04	21.9999
8301	-0.0581834	0.0164432	72.2951	-6434.3	22.0001
8401	0.0575229	-0.0162564	73.2662	-6668.08	21.9999
8501	-0.0581673	0.0164387	74.0171	-6907.46	22.0001
8601	0.0575224	-0.0162562	74.9882	-7152.48	21.9999
8701	-0.0581519	0.0164343	75.7391	-7403.24	22.0001
8801	0.0575219	-0.0162561	76.7102	-7659.78	21.9999
8901	-0.0581373	0.0164302	77.4611	-7922.17	22.0001
9001	0.0575214	-0.016256	78.4321	-8190.49	21.9999
9101	-0.0581233	0.0164262	79.1831	-8464.79	22.0001
9201	0.0575209	-0.0162558	80.1541	-8745.15	21.9999
9301	-0.0581099	0.0164224	80.9051	-9031.63	22.0001
9401	0.0575205	-0.0162557	81.8761	-9324.29	21.9999
9501	-0.058097	0.0164188	82.6271	-9623.2	22.0001
9601	0.05752	-0.0162556	83.5981	-9928.43	21.9999
9701	-0.0580847	0.0164153	84.3492	-10240	22.0001
9801	0.0575196	-0.0162555	85.3201	-10558.1	21.9999
9901	-0.0580729	0.016412	86.0712	-10882.7	22.0001
